"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"2340","apambnut",2019,11,0.004,0.004,NA,NA,0.039,8.7,1,0,NA,NA,0,0
"2341","apambnut",2019,12,0.004,0.006,NA,NA,0.11,8.9,1,0,NA,NA,0,0
"2342","apambnut",2020,1,0.004,0.003,NA,NA,0.18,9.7,1,0,NA,NA,0,0
"2343","apambnut",2020,2,0.004,0.011,NA,NA,0.26,3.2,0,0,NA,NA,0,0
"2344","apambnut",2020,3,0.011,0.009,NA,NA,0.27,4,0,0,NA,NA,0,0
"2345","apambnut",2020,5,NA,0.008,NA,NA,0.28,NA,NA,0,NA,NA,0,NA
"2346","apambnut",2020,7,0.004,0.005,NA,NA,0.031,8.2,1,0,NA,NA,0,0
"2347","apambnut",2020,8,0.004,0.003,NA,NA,0.017,12,1,0,NA,NA,0,0
"2348","apambnut",2020,9,0.008,0.0265,NA,NA,0.067,4.7,0,0,NA,NA,1,0
"2349","apambnut",2020,11,0.004,0.006,NA,NA,0.075,4,1,0,NA,NA,0,0
"2350","apambnut",2021,1,0.006,0.008,NA,NA,0.44,3.3,0,0,NA,NA,0,0
"2351","apambnut",2021,2,0.004,0.02,NA,NA,0.4,6.9,1,0,NA,NA,0,0
"2352","apambnut",2021,3,0.004,0.018,NA,NA,0.31,7.1,1,0,NA,NA,0,0
"2353","apambnut",2021,4,0.009,0.006,NA,NA,0.42,4.8,0,0,NA,NA,0,0
"2354","apambnut",2021,5,0.004,0.005,NA,NA,0.081,9.6,1,0,NA,NA,0,0
"2355","apambnut",2021,6,0.004,0.004,NA,NA,0.006,15,1,0,NA,NA,0,0
"2356","apambnut",2021,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357","apambnut",2021,8,0.004,0.009,NA,NA,0.023,9.3,1,0,NA,NA,0,0
"2358","apambnut",2021,9,0.01,0.033,NA,NA,0.23,5.6,0,0,NA,NA,0,0
"2359","apambnut",2021,10,0.004,0.05,NA,NA,0.17,8.5,0,0,NA,NA,0,0
"2360","apambnut",2021,11,0.004,0.0045,NA,NA,0.145,4.4,1,0,NA,NA,0,0
"2361","apambnut",2022,2,0.004,0.008,NA,NA,0.2,16,1,0,NA,NA,0,0
"2362","apambnut",2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363","apambnut",2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","apambnut",2022,5,0.004,0.0035,NA,NA,0.097,8.35,1,0,NA,NA,0,0
"2365","apambnut",2022,6,0.004,0.002,NA,NA,0.004,18,1,1,NA,NA,1,0
"2366","apambnut",2022,8,0.004,0.004,NA,NA,0.007,9.3,1,0,NA,NA,0,0
"2367","apambnut",2022,9,0.004,0.004,NA,NA,0.006,8.8,1,0,NA,NA,0,0
"2368","apambnut",2022,10,0.004,0.005,NA,NA,0.004,17,1,0,NA,NA,1,0
"2369","apambnut",2022,11,0.004,0.006,NA,NA,0.008,10,1,0,NA,NA,0,0
"2370","apambnut",2022,12,0.004,0.008,NA,NA,0.065,14,1,0,NA,NA,0,0
"2371","apanhnut",2002,4,0.006,0.0333333333333333,0.002,0.114,0.116,2.06666666666667,0,0,0,0,0,0
"2372","apanhnut",2002,6,0.008,0.019,0.002,NA,0.042,3.6,0,0,1,NA,0,0
"2373","apanhnut",2002,7,0.015,0.0255,0.002,NA,0.0155,5.75,0,0,1,NA,0,0
"2374","apanhnut",2002,8,0.014,0.019,0.002,NA,0.007,6.2,0,0,1,NA,1,0
"2375","apanhnut",2002,9,0.021,0.016,0.002,NA,0.007,2,0,0,1,NA,1,0
"2376","apanhnut",2002,10,0.0085,0.0105,0.002,NA,0.0085,8.75,0,0,1,NA,1,0
"2377","apanhnut",2002,11,0.005,0.009,0.004,0.004,0.008,5.6,0,0,0,0,0,0
"2378","apanhnut",2002,12,0.001,0.013,0.005,0.115,0.12,3.85,0,0,0,0,0,0
"2379","apanhnut",2003,1,0.012,0.1105,0.0045,0.264,0.2685,5.126,0,0,0,0,0,0
"2380","apanhnut",2003,2,0.003,0.068,0.002,NA,0.021,10.8935,0,0,1,NA,0,0
"2381","apanhnut",2003,3,0.0155,0.0065,0.005,0.252,0.257,8.117,0,0,0,0,0,0
"2382","apanhnut",2003,4,0.023,0.105,0.005,0.203,0.208,5.126,0,0,0,0,0,0
"2383","apanhnut",2003,5,0.001,0.011,0.0045,0.1755,0.18,6.6215,0,0,0,0,0,0
"2384","apanhnut",2003,6,0.002,0.005,0.002,NA,0.2075,3.6315,0,0,1,NA,0,0
"2385","apanhnut",2003,7,0.001,0.004,0.002,NA,0.0625,9.612,1,1,1,NA,0,0
"2386","apanhnut",2003,8,0.001,0.0245,0.002,0.578,0.58,2.9905,1,0,0,0,0,0
"2387","apanhnut",2003,9,0.001,0.004,0.003,0.1275,0.1305,4.699,0,1,0,0,0,0
"2388","apanhnut",2003,10,0.0035,0.004,0.002,NA,0.0725,3.418,0,1,1,NA,0,0
"2389","apanhnut",2003,11,0.001,0.004,0.002,NA,0.0125,2.136,1,1,1,NA,0,0
"2390","apanhnut",2003,12,0.001,0.004,0.003,0.1695,0.1725,4.272,0,1,0,0,0,0
"2391","apanhnut",2004,1,0.001,0.004,0.0025,0.027,0.0295,1.7,1,1,0,0,0,0
"2392","apanhnut",2004,2,0.001,0.004,0.002,0.1525,0.1545,2.25,1,1,0,0,0,0
"2393","apanhnut",2004,3,0.001,0.004,0.002,0.18,0.182,9.2,1,1,0,0,0,0
"2394","apanhnut",2004,4,0.001,0.004,0.002,NA,0.0185,4.5,1,1,1,NA,0,0
"2395","apanhnut",2004,5,0.001,0.013,0.002,0.0725,0.0745,9,0,0,0,0,0,0
"2396","apanhnut",2004,6,0.0075,0.0135,0.002,NA,0.0405,3,0,0,1,NA,0,0
"2397","apanhnut",2004,7,0.001,0.0085,0.002,NA,0.074,5.75,1,0,1,NA,0,0
"2398","apanhnut",2004,8,0.001,0.004,0.002,NA,0.008,10.55,1,1,1,NA,0,0
"2399","apanhnut",2004,9,0.001,0.015,0.006,0.055,0.061,6.7,0,0,0,0,0,0
"2400","apanhnut",2004,10,NA,0.0235,0.0025,0.0665,0.069,3.6,NA,0,0,0,0,0
"2401","apanhnut",2004,11,0.00475,0.012,0.00575,0.085,0.09075,1.375,0,0,0,0,0,0
"2402","apanhnut",2005,1,0.0345,0.0315,0.002,NA,0.093,1.6,0,0,1,NA,0,0
"2403","apanhnut",2005,2,0.002,0.015,0.0075,0.082,0.0895,1.495,0,0,0,0,0,0
"2404","apanhnut",2005,3,0.001,0.014,0.018,0.129,0.147,0.64,1,0,0,0,0,0
"2405","apanhnut",2005,4,0.0045,0.047,0.0195,0.3395,0.359,2.995,0,0,0,0,0,0
"2406","apanhnut",2005,5,0.001,0.038,NA,NA,NA,1.54,1,0,NA,NA,NA,0
"2407","apanhnut",2005,6,0.001,0.033,0.0065,0.028,0.0345,0.85,1,0,0,0,0,0
"2408","apanhnut",2005,8,0.002,0.048,0.0035,0.1895,0.193,1.28,0,0,0,0,0,0
"2409","apanhnut",2005,11,0.0015,0.01875,0.002,0.0965,0.06675,1.1725,0,0,1,0,0,0
"2410","apanhnut",2006,1,0.002,0.0195,0.002,0.1885,0.1905,2.415,0,0,0,0,0,0
"2411","apanhnut",2006,2,0.001,0.0285,0.0025,0.273,0.2755,3.33,0,0,0,0,0,0
"2412","apanhnut",2006,3,0.001,0.0305,0.003,0.3215,0.3245,2.97,0,0,0,0,0,0
"2413","apanhnut",2006,4,0.001,0.0645,NA,NA,0.082,2.85,0,0,NA,NA,0,0
"2414","apanhnut",2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","apanhnut",2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","apanhnut",2006,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","apanhnut",2006,8,0.0015,0.004,NA,NA,0.007,5.38,0,1,NA,NA,1,0
"2418","apanhnut",2006,9,0.0015,0.0075,NA,NA,0.007,6.405,0,0,NA,NA,1,0
"2419","apanhnut",2006,10,0.002,0.004,NA,NA,0.007,5.36,0,1,NA,NA,1,0
"2420","apanhnut",2006,11,0.00125,0.0055,NA,NA,0.007,3.6,0,1,NA,NA,1,0
"2421","apanhnut",2007,1,0.005,0.022,NA,NA,0.1725,3.85,0,0,NA,NA,0,0
"2422","apanhnut",2007,2,0.0015,0.0045,NA,NA,0.1925,1.7,0,0,NA,NA,0,0
"2423","apanhnut",2007,3,0.003,0.124,NA,NA,0.25,2.3,0,0,NA,NA,0,0
"2424","apanhnut",2007,4,0.002,0.018,NA,NA,0.142,4.2,1,0,NA,NA,0,0
"2425","apanhnut",2007,5,0.002,0.075,NA,NA,0.003,9.8,1,0,NA,NA,0,0
"2426","apanhnut",2007,6,0.002,0.008,NA,NA,0.0014,8.5,1,1,NA,NA,1,0
"2427","apanhnut",2007,7,0.003,0.028,NA,NA,0.01,4,0,0,NA,NA,0,0
"2428","apanhnut",2007,8,0.002,0.042,NA,NA,0.004,6.2,1,0,NA,NA,0,0
"2429","apanhnut",2007,9,0.002,0.01,NA,NA,0.0014,7.2,0,0,NA,NA,1,0
"2430","apanhnut",2007,10,0.002,0.008,NA,NA,0.002,3.8,1,1,NA,NA,0,0
"2431","apanhnut",2007,11,0.002,0.012,NA,NA,0.00346666666666667,2.6,1,0,NA,NA,1,0
"2432","apanhnut",2007,12,0.002,0.008,NA,NA,0.002,4.7,1,1,NA,NA,0,0
"2433","apanhnut",2008,1,0.002,0.0117,NA,NA,0.08,0.7,1,1,NA,NA,0,0
"2434","apanhnut",2008,2,0.002,0.022,NA,NA,0.226,4.2,0,0,NA,NA,0,0
"2435","apanhnut",2008,3,0.002,0.055,NA,NA,0.16,6.5,0,0,NA,NA,0,0
"2436","apanhnut",2008,4,0.002,0.014,NA,NA,0.181,3.1,0,0,NA,NA,0,0
"2437","apanhnut",2008,5,0.002,0.018,NA,NA,0.0062,9.2,1,0,NA,NA,1,0
"2438","apanhnut",2008,6,0.002,0.03,NA,NA,0.0062,5.2,1,0,NA,NA,1,0
"2439","apanhnut",2008,7,0.002,0.022,NA,NA,0.0062,9.6,1,0,NA,NA,1,0
"2440","apanhnut",2008,8,0.002,0.016,NA,NA,0.0062,6.2,1,0,NA,NA,1,0
"2441","apanhnut",2008,9,0.002,0.027,NA,NA,0.007,8.9,0,0,NA,NA,0,0
"2442","apanhnut",2008,10,0.00233333333333333,0.0118,NA,NA,NA,8.56666666666667,0,1,NA,NA,NA,0
"2443","apanhnut",2008,11,0.002,0.017,NA,NA,0.0062,3.4,0,0,NA,NA,1,0
"2444","apanhnut",2008,12,NA,0.024,NA,NA,0.015,6.2,NA,0,NA,NA,0,0
"2445","apanhnut",2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446","apanhnut",2009,2,0.002,0.0117,NA,NA,0.0062,4.9,1,1,NA,NA,1,0
"2447","apanhnut",2009,3,0.002,0.021,NA,NA,0.303,3.8,1,0,NA,NA,0,0
"2448","apanhnut",2009,4,0.015,0.063,NA,NA,0.209,1.6,0,0,NA,NA,0,0
"2449","apanhnut",2009,5,0.001,0.0193,NA,NA,0.008,4.2,1,1,NA,NA,0,0
"2450","apanhnut",2009,6,0.001,0.0193,NA,NA,0.103,9.2,1,1,NA,NA,0,0
"2451","apanhnut",2009,7,0.001,0.0193,NA,NA,0.007,9.6,0,1,NA,NA,0,0
"2452","apanhnut",2009,8,0.001,0.0193,NA,NA,0.104,4.5,1,1,NA,NA,0,0
"2453","apanhnut",2009,9,0.001,0.0193,NA,NA,0.011,15.6,0,1,NA,NA,0,0
"2454","apanhnut",2009,10,0.001,0.0193,NA,NA,0.042,12.3,0,1,NA,NA,0,0
"2455","apanhnut",2009,11,0.001,0.02,NA,NA,0.004,4.5,1,0,NA,NA,0,0
"2456","apanhnut",2009,12,0.005,0.036,NA,NA,0.159,5.6,0,0,NA,NA,0,0
"2457","apanhnut",2010,1,0.004,0.03,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"2458","apanhnut",2010,2,0.006,0.041,NA,NA,0.379,4.7,0,0,NA,NA,0,0
"2459","apanhnut",2010,3,0.002,0.031,NA,NA,0.367,4.7,1,0,NA,NA,0,0
"2460","apanhnut",2010,4,0.002,0.0177,NA,NA,0.334,2.9,1,1,NA,NA,0,0
"2461","apanhnut",2010,5,0.002,0.0177,NA,NA,0.194,8.9,1,1,NA,NA,0,0
"2462","apanhnut",2010,6,0.002,0.0264666666666667,NA,NA,0.0146666666666667,8.03333333333333,1,1,NA,NA,0,0
"2463","apanhnut",2010,7,0.002,0.0177,NA,NA,0.0021,12.5,1,1,NA,NA,1,0
"2464","apanhnut",2010,8,0.002,0.0177,NA,NA,0.014,11.2,1,1,NA,NA,0,0
"2465","apanhnut",2010,9,0.002,0.024,NA,NA,0.008,10.5,1,0,NA,NA,0,0
"2466","apanhnut",2010,10,0.002,0.0177,NA,NA,0.014,5.4,0,1,NA,NA,0,0
"2467","apanhnut",2010,12,0.003,0.044,NA,NA,0.148,5.8,0,0,NA,NA,0,0
"2468","apanhnut",2011,1,0.003,0.041,NA,NA,0.056,7.2,1,0,NA,NA,0,0
"2469","apanhnut",2011,2,0.004,0.04,NA,NA,0.148,8.5,0,0,NA,NA,0,0
"2470","apanhnut",2011,5,0.004,0.036,NA,NA,0.003,8,0,0,NA,NA,0,0
"2471","apanhnut",2011,8,0.003,0.015,NA,NA,0.003,13.6,1,1,NA,NA,1,0
"2472","apanhnut",2011,9,0.003,0.015,NA,NA,0.003,17.6,1,1,NA,NA,1,0
"2473","apanhnut",2011,12,0.006,0.042,NA,NA,0.003,3.4,0,0,NA,NA,1,0
"2474","apanhnut",2012,2,0.006,0.022,NA,NA,0.035,7.15,0,0,NA,NA,0,0
"2475","apanhnut",2012,4,0.005,0.016,NA,NA,0.097,4.24,0,0,NA,NA,0,0
"2476","apanhnut",2012,5,0.003,0.021,NA,NA,0.077,6.26,1,0,NA,NA,0,0
"2477","apanhnut",2012,7,0.003,0.013,NA,NA,0.014,3.13,1,1,NA,NA,0,0
"2478","apanhnut",2012,8,0.003,0.013,NA,NA,0.018,7.82,1,1,NA,NA,0,0
"2479","apanhnut",2012,10,0.003,0.041,NA,NA,0.003,16.31,1,0,NA,NA,0,0
"2480","apanhnut",2012,11,0.003,0.0285,NA,NA,0.0032,1.895,1,0,NA,NA,1,0
"2481","apanhnut",2013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482","apanhnut",2013,2,0.01,0.019,NA,NA,0.002,8.04,0,0,NA,NA,1,0
"2483","apanhnut",2013,3,0.006,0.121,NA,NA,0.231,4.47,0,0,NA,NA,0,0
"2484","apanhnut",2013,4,0.003,0.134,NA,NA,0.288,7.82,1,0,NA,NA,0,0
"2485","apanhnut",2013,5,0.003,0.074,NA,NA,0.11,3.35,0,0,NA,NA,0,0
"2486","apanhnut",2013,6,0.004,0.034,NA,NA,0.109,NA,0,0,NA,NA,0,NA
"2487","apanhnut",2013,7,0.004,0.036,NA,NA,0.087,8.2,0,0,NA,NA,0,0
"2488","apanhnut",2013,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2489","apanhnut",2013,9,0.004,0.009,NA,NA,0.04,8.2,0,0,NA,NA,0,0
"2490","apanhnut",2013,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2491","apanhnut",2013,12,0.004,0.007,NA,NA,0.029,9.4,0,0,NA,NA,0,0
"2492","apanhnut",2014,1,0.004,0.016,NA,NA,0.32,7.3,1,0,NA,NA,0,0
"2493","apanhnut",2014,2,0.004,0.009,NA,NA,0.35,6.8,1,0,NA,NA,0,0
"2494","apanhnut",2014,3,0.004,0.008,NA,NA,0.31,5.8,1,0,NA,NA,0,0
"2495","apanhnut",2014,4,0.004,0.018,NA,NA,0.29,5.2,1,0,NA,NA,0,0
"2496","apanhnut",2014,5,0.012,0.017,NA,NA,0.35,7.2,0,0,NA,NA,0,0
"2497","apanhnut",2014,6,0.004,0.009,NA,NA,0.004,5.1,1,0,NA,NA,1,0
"2498","apanhnut",2014,7,0.004,0.008,NA,NA,0.004,10,1,0,NA,NA,1,0
"2499","apanhnut",2014,8,0.004,0.014,NA,NA,0.008,9,1,0,NA,NA,0,0
"2500","apanhnut",2014,9,0.004,0.014,NA,NA,0.007,8,1,0,NA,NA,0,0
"2501","apanhnut",2014,10,0.004,0.004,NA,NA,0.0055,5.7,1,0,NA,NA,1,0
"2502","apanhnut",2015,1,0.008,0.032,NA,NA,0.22,5,0,0,NA,NA,0,0
"2503","apanhnut",2015,2,0.004,0.008,NA,NA,0.26,2.6,1,0,NA,NA,0,0
"2504","apanhnut",2015,3,0.004,0.016,NA,NA,0.064,4.3,0,0,NA,NA,0,0
"2505","apanhnut",2015,4,0.005,0.026,NA,NA,0.062,7.1,0,0,NA,NA,0,0
"2506","apanhnut",2015,5,0.004,0.009,NA,NA,0.14,9,1,0,NA,NA,0,0
"2507","apanhnut",2015,6,0.004,0.006,NA,NA,0.036,7.1,1,0,NA,NA,0,0
"2508","apanhnut",2015,7,0.004,0.061,NA,NA,0.035,7.6,1,0,NA,NA,0,0
"2509","apanhnut",2015,8,0.004,0.006,NA,NA,0.004,7.3,1,0,NA,NA,1,0
"2510","apanhnut",2015,9,0.004,0.003,NA,NA,0.004,8,1,0,NA,NA,1,0
"2511","apanhnut",2015,10,0.004,0.006,NA,NA,0.022,10,1,0,NA,NA,0,0
"2512","apanhnut",2015,11,0.004,0.03,NA,NA,0.069,1.8,1,0,NA,NA,0,0
"2513","apanhnut",2015,12,0.004,0.008,NA,NA,0.054,2.3,1,0,NA,NA,0,0
"2514","apanhnut",2016,1,0.01,0.034,NA,NA,0.23,1.16666666666667,0,0,NA,NA,0,1
"2515","apanhnut",2016,2,0.005,0.008,NA,NA,0.4,3.6,0,0,NA,NA,0,0
"2516","apanhnut",2016,3,0.004,0.006,NA,NA,0.43,3.6,1,0,NA,NA,0,0
"2517","apanhnut",2016,4,0.004,0.01,NA,NA,0.2,10,1,0,NA,NA,0,0
"2518","apanhnut",2016,5,0.004,0.008,NA,NA,0.12,7.4,1,0,NA,NA,0,0
"2519","apanhnut",2016,6,0.004,0.005,NA,NA,0.077,9.8,1,0,NA,NA,0,0
"2520","apanhnut",2016,7,0.005,0.01,NA,NA,0.004,4,0,0,NA,NA,1,0
"2521","apanhnut",2016,8,0.004,0.005,NA,NA,0.004,8.5,1,0,NA,NA,1,0
"2522","apanhnut",2016,9,0.004,0.009,NA,NA,0.004,5.8,1,0,NA,NA,1,0
"2523","apanhnut",2016,10,0.004,0.007,NA,NA,0.004,6.4,1,0,NA,NA,1,0
"2524","apanhnut",2016,11,0.004,0.01,NA,NA,0.004,3.5,1,0,NA,NA,1,0
"2525","apanhnut",2016,12,0.004,0.013,NA,NA,0.039,4.4,1,0,NA,NA,0,0
"2526","apanhnut",2017,1,0.004,0.014,NA,NA,0.17,3.4,1,0,NA,NA,0,0
"2527","apanhnut",2017,2,0.004,0.0085,NA,NA,0.145,4.55,1,0,NA,NA,0,0
"2528","apanhnut",2017,4,0.004,0.003,NA,NA,0.061,7.6,1,0,NA,NA,0,0
"2529","apanhnut",2017,5,0.004,0.015,NA,NA,0.16,8.1,1,0,NA,NA,0,0
"2530","apanhnut",2017,6,0.004,0.002,NA,NA,0.007,11,0,1,NA,NA,0,0
"2531","apanhnut",2017,7,0.004,0.006,NA,NA,0.004,9.8,1,0,NA,NA,1,0
"2532","apanhnut",2017,8,0.004,0.008,NA,NA,0.005,12,0,0,NA,NA,0,0
"2533","apanhnut",2017,9,0.004,0.016,NA,NA,0.005,9.6,1,0,NA,NA,0,0
"2534","apanhnut",2017,10,0.004,0.003,NA,NA,0.004,3.8,1,0,NA,NA,1,0
"2535","apanhnut",2017,11,0.0045,0.0165,NA,NA,0.004,3.8,1,0,NA,NA,1,0
"2536","apanhnut",2018,1,0.004,0.005,NA,NA,0.004,2.3,1,0,NA,NA,1,0
"2537","apanhnut",2018,2,0.004,0.004,NA,NA,0.089,2.3,1,0,NA,NA,0,0
"2538","apanhnut",2018,3,0.004,0.007,NA,NA,0.082,9.4,1,0,NA,NA,0,0
"2539","apanhnut",2018,4,0.004,0.004,NA,NA,0.035,4.3,1,0,NA,NA,0,0
"2540","apanhnut",2018,5,0.004,0.007,NA,NA,0.018,8.4,1,0,NA,NA,0,0
"2541","apanhnut",2018,6,0.004,0.003,NA,NA,0.09,8,1,0,NA,NA,0,0
"2542","apanhnut",2018,7,0.004,0.004,NA,NA,0.009,11,1,0,NA,NA,0,0
"2543","apanhnut",2018,8,0.004,0.009,NA,NA,0.006,11,1,0,NA,NA,0,0
"2544","apanhnut",2018,9,0.004,0.006,NA,NA,0.004,8.4,1,0,NA,NA,1,0
"2545","apanhnut",2018,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2546","apanhnut",2018,11,0.004,0.0145,NA,NA,0.072,4.1,1,0,NA,NA,0,0
"2547","apanhnut",2019,1,0.007,0.028,NA,NA,0.42,2.8,0,0,NA,NA,0,0
"2548","apanhnut",2019,2,0.004,0.014,NA,NA,0.41,5.8,1,0,NA,NA,0,0
"2549","apanhnut",2019,3,0.004,0.023,NA,NA,0.035,5.6,1,0,NA,NA,0,0
"2550","apanhnut",2019,4,0.004,0.021,NA,NA,0.12,5.4,1,0,NA,NA,0,0
"2551","apanhnut",2019,5,0.004,0.003,NA,NA,0.11,7.6,1,0,NA,NA,0,0
"2552","apanhnut",2019,6,0.004,0.003,NA,NA,0.004,11,1,0,NA,NA,0,0
"2553","apanhnut",2019,7,0.004,0.005,NA,NA,0.042,10,1,0,NA,NA,0,0
"2554","apanhnut",2019,8,0.004,0.009,NA,NA,0.004,12,1,0,NA,NA,0,0
"2555","apanhnut",2019,9,0.004,0.005,NA,NA,0.004,7.6,1,0,NA,NA,1,0
"2556","apanhnut",2019,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557","apanhnut",2019,11,0.004,0.005,NA,NA,0.004,3.1,1,0,NA,NA,1,0
"2558","apanhnut",2019,12,0.004,0.007,NA,NA,0.094,10,1,0,NA,NA,0,0
"2559","apanhnut",2020,1,0.004,0.003,NA,NA,0.2,4.9,1,0,NA,NA,0,0
"2560","apanhnut",2020,2,0.004,0.004,NA,NA,0.14,13,1,0,NA,NA,0,0
"2561","apanhnut",2020,3,0.012,0.014,NA,NA,0.29,4.9,0,0,NA,NA,0,0
"2562","apanhnut",2020,5,NA,0.008,NA,NA,0.24,NA,NA,0,NA,NA,0,NA
"2563","apanhnut",2020,7,0.004,0.005,NA,NA,0.15,8.6,1,0,NA,NA,0,0
"2564","apanhnut",2020,8,0.004,0.004,NA,NA,0.041,11,1,0,NA,NA,0,0
"2565","apanhnut",2020,9,0.0055,0.004,NA,NA,0.0625,6.25,1,0,NA,NA,0,0
"2566","apanhnut",2020,11,0.004,0.007,NA,NA,0.023,3.9,1,0,NA,NA,0,0
"2567","apanhnut",2021,1,0.004,0.013,NA,NA,0.37,2.9,1,0,NA,NA,0,0
"2568","apanhnut",2021,2,0.004,0.008,NA,NA,0.26,9.8,1,0,NA,NA,0,0
"2569","apanhnut",2021,3,0.004,0.018,NA,NA,0.16,8.6,0,0,NA,NA,0,0
"2570","apanhnut",2021,4,0.004,0.012,NA,NA,0.39,2.6,1,0,NA,NA,0,0
"2571","apanhnut",2021,5,0.004,0.004,NA,NA,0.056,8.6,1,0,NA,NA,0,0
"2572","apanhnut",2021,6,0.004,0.006,NA,NA,0.004,7.4,1,0,NA,NA,1,0
"2573","apanhnut",2021,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2574","apanhnut",2021,8,0.004,0.01,NA,NA,0.006,14,0,0,NA,NA,0,0
"2575","apanhnut",2021,9,0.004,0.014,NA,NA,0.13,7.9,1,0,NA,NA,0,0
"2576","apanhnut",2021,10,0.004,0.029,NA,NA,0.012,16,1,0,NA,NA,0,0
"2577","apanhnut",2021,11,0.004,0.0055,NA,NA,0.0825,5.3,1,0,NA,NA,0,0
"2578","apanhnut",2022,2,0.004,0.005,NA,NA,0.12,19,1,0,NA,NA,0,0
"2579","apanhnut",2022,3,0.004,0.008,NA,NA,0.15,14,1,0,NA,NA,0,0
"2580","apanhnut",2022,4,0.004,0.003,NA,NA,0.22,8.3,1,0,NA,NA,0,0
"2581","apanhnut",2022,5,0.004,0.0055,NA,NA,0.051,4.2,1,0,NA,NA,0,0
"2582","apanhnut",2022,6,0.004,0.002,NA,NA,0.004,14,1,1,NA,NA,1,0
"2583","apanhnut",2022,8,0.004,0.002,NA,NA,0.005,8.5,1,1,NA,NA,0,0
"2584","apanhnut",2022,9,0.004,0.004,NA,NA,0.007,11,1,0,NA,NA,0,0
"2585","apanhnut",2022,10,0.004,0.003,NA,NA,0.004,13,1,0,NA,NA,1,0
"2586","apanhnut",2022,11,0.004,0.002,NA,NA,0.073,5.3,1,0,NA,NA,0,0
"2587","apanhnut",2022,12,0.004,0.011,NA,NA,0.004,9.5,1,0,NA,NA,1,0
"2588","apapcnut",2002,4,0.0103333333333333,0.014,0.002,NA,0.0516666666666667,2.46666666666667,0,0,1,NA,0,0
"2589","apapcnut",2002,6,0.008,0.013,0.002,NA,0.028,2.8,0,0,1,NA,0,0
"2590","apapcnut",2002,7,0.014,0.025,0.002,NA,0.0075,4.95,0,0,1,NA,0,0
"2591","apapcnut",2002,8,0.013,0.016,0.002,NA,0.007,4.7,0,0,1,NA,1,0
"2592","apapcnut",2002,9,0.017,0.004,0.002,NA,0.007,3.8,0,1,1,NA,1,0
"2593","apapcnut",2002,10,0.0085,0.004,0.002,0.045,0.069,5.55,0,1,1,0,0,0
"2594","apapcnut",2002,11,0.004,0.012,0.004,0.0475,0.0515,5.2,0,0,0,0,0,0
"2595","apapcnut",2002,12,0.002,0.005,0.005,0.113,0.118,2.55,0,1,0,0,0,0
"2596","apapcnut",2003,1,0.01,0.0895,0.006,0.2585,0.2645,4.9125,0,0,0,0,0,0
"2597","apapcnut",2003,2,0.002,0.022,0.002,NA,0.007,8.544,0,0,1,NA,1,0
"2598","apapcnut",2003,4,0.0095,0.09,0.005,0.158,0.163,5.7675,0,0,0,0,0,0
"2599","apapcnut",2003,5,0.004,0.004,0.002,0.0465,0.0485,6.835,0,1,0,0,0,0
"2600","apapcnut",2003,6,0.0055,0.0355,0.003,0.031,0.034,4.0585,0,0,0,0,0,0
"2601","apapcnut",2003,7,0.001,0.005,0.002,NA,0.1315,6.1945,1,0,1,NA,0,0
"2602","apapcnut",2003,8,0.001,0.0175,0.002,NA,0.007,4.4855,1,0,1,NA,1,0
"2603","apapcnut",2003,9,0.0015,0.0345,0.0075,0.1165,0.124,6.1945,0,0,0,0,0,0
"2604","apapcnut",2003,10,0.002,0.02,0.002,0.048,0.05,7.0485,0,0,0,0,0,0
"2605","apapcnut",2003,11,0.001,0.0045,0.002,NA,0.008,3.6315,0,0,1,NA,1,0
"2606","apapcnut",2003,12,0.002,0.004,0.003,0.083,0.086,3.204,0,1,0,0,0,0
"2607","apapcnut",2004,1,0.001,0.004,0.0025,0.0495,0.052,3.4,1,1,0,0,0,0
"2608","apapcnut",2004,2,0.001,0.006,0.002,0.066,0.068,5.1,1,0,0,0,0,0
"2609","apapcnut",2004,3,0.001,0.004,0.002,NA,0.174,1.9,1,0,1,NA,0,0
"2610","apapcnut",2004,4,0.001,0.004,0.002,NA,0.0105,2.55,1,1,1,NA,0,0
